id,questionusageid,questionid,userid,responsesummary,rightanswer,fraction,timecreated
21935,3447,133,295,Yanıt,Doğru,1.0,1709769464
21936,3447,135,295,,Doğru,0.08,1709769528
21937,3447,136,295,,Doğru,0.3,1709769555
21938,3447,137,295,Yanıt,Doğru,1.0,1709769599
21939,3447,138,295,Yanıt,Doğru,1.0,1709769601
21940,3447,139,295,Yanıt,Doğru,1.0,1709769604
21941,3448,131,296,,Doğru,0.18,1709769404
21942,3448,134,296,,Doğru,0.15,1709769508
21943,3448,136,296,,Doğru,0.38,1709769518
21944,3448,137,296,,Doğru,0.02,1709769557
21945,3448,138,296,Yanıt,Doğru,1.0,1709769586
21946,3449,131,298,,Doğru,0.09,1709769312
21947,3449,132,298,,Doğru,0.14,1709769317
21948,3449,133,298,,Doğru,0.05,1709769368
21949,3449,134,298,Yanıt,Doğru,1.0,1709769457
21950,3449,136,298,Yanıt,Doğru,1.0,1709769468
21951,3449,137,298,,Doğru,0.07,1709769528
21952,3449,139,298,,Doğru,0.44,1709769571
21953,3450,133,300,,Doğru,0.25,1709769421
21954,3450,134,300,,Doğru,0.29,1709769517
21955,3450,135,300,Yanıt,Doğru,1.0,1709769534
21956,3450,136,300,Yanıt,Doğru,1.0,1709769551
21957,3450,137,300,,Doğru,0.1,1709769597
21958,3450,140,300,,Doğru,0.44,1709769599
21959,3451,133,301,,Doğru,0.35,1709769397
21960,3451,135,301,Yanıt,Doğru,1.0,1709769410
21961,3451,136,301,,Doğru,0.26,1709769485
21962,3451,137,301,Yanıt,Doğru,1.0,1709769510
21963,3451,138,301,Yanıt,Doğru,1.0,1709769599
21964,3451,139,301,,Doğru,0.32,1709769601
21965,3452,131,320,Yanıt,Doğru,1.0,1709769332
21966,3452,132,320,,Doğru,0.15,1709769481
21967,3452,133,320,,Doğru,0.46,1709769531
21968,3452,134,320,,Doğru,0.45,1709769542
21969,3452,135,320,,Doğru,0.49,1709769599
21970,3452,136,320,Yanıt,Doğru,1.0,1709769600
21971,3452,138,320,Yanıt,Doğru,1.0,1709769600
21972,3452,139,320,,Doğru,0.48,1709769601
21973,3453,132,333,,Doğru,0.06,1709769346
21974,3453,133,333,Yanıt,Doğru,1.0,1709769395
21975,3453,135,333,,Doğru,0.14,1709769406
21976,3453,136,333,Yanıt,Doğru,1.0,1709769420
21977,3453,137,333,,Doğru,0.36,1709769543
21978,3453,138,333,Yanıt,Doğru,1.0,1709769580
21979,3453,139,333,,Doğru,0.43,1709769599
21980,3454,132,345,Yanıt,Doğru,1.0,1709769395
21981,3454,135,345,Yanıt,Doğru,1.0,1709769429
21982,3454,137,345,Yanıt,Doğru,1.0,1709769457
21983,3454,138,345,Yanıt,Doğru,1.0,1709769523
21984,3454,139,345,,Doğru,0.29,1709769531
21985,3454,140,345,,Doğru,0.04,1709769540
21986,3455,131,357,Yanıt,Doğru,1.0,1709769477
21987,3455,132,357,,Doğru,0.02,1709769484
21988,3455,133,357,,Doğru,0.05,1709769510
21989,3455,135,357,,Doğru,0.26,1709769545
21990,3455,136,357,,Doğru,0.22,1709769549
21991,3455,137,357,,Doğru,0.06,1709769569
21992,3455,138,357,,Doğru,0.12,1709769599
21993,3455,139,357,Yanıt,Doğru,1.0,1709769600
21994,3455,140,357,Yanıt,Doğru,1.0,1709769601
21995,3456,131,358,,Doğru,0.22,1709769460
21996,3456,132,358,,Doğru,0.35,1709769493
21997,3456,133,358,Yanıt,Doğru,1.0,1709769496
21998,3456,134,358,Yanıt,Doğru,1.0,1709769502
21999,3456,135,358,,Doğru,0.33,1709769522
22000,3456,136,358,,Doğru,0.07,1709769532
22001,3456,137,358,Yanıt,Doğru,1.0,1709769599
22002,3456,138,358,Yanıt,Doğru,1.0,1709769599
22003,3456,140,358,,Doğru,0.04,1709769600
22004,3457,131,359,,Doğru,0.3,1709769396
22005,3457,132,359,Yanıt,Doğru,1.0,1709769405
22006,3457,133,359,Yanıt,Doğru,1.0,1709769414
22007,3457,134,359,,Doğru,0.48,1709769431
22008,3457,135,359,Yanıt,Doğru,1.0,1709769439
22009,3457,136,359,Yanıt,Doğru,1.0,1709769475
22010,3457,137,359,Yanıt,Doğru,1.0,1709769516
22011,3457,138,359,Yanıt,Doğru,1.0,1709769599
22012,3457,139,359,Yanıt,Doğru,1.0,1709769600
22013,3457,140,359,,Doğru,0.36,1709769601
22014,3458,131,370,Yanıt,Doğru,1.0,1709769356
22015,3458,132,370,,Doğru,0.24,1709769382
22016,3458,134,370,,Doğru,0.37,1709769424
22017,3458,135,370,,Doğru,0.02,1709769599
22018,3458,136,370,,Doğru,0.15,1709769599
22019,3458,137,370,,Doğru,0.42,1709769600
22020,3458,138,370,,Doğru,0.44,1709769601
22021,3458,139,370,,Doğru,0.16,1709769602
22022,3459,131,380,Yanıt,Doğru,1.0,1709769398
22023,3459,133,380,Yanıt,Doğru,1.0,1709769403
22024,3459,134,380,,Doğru,0.37,1709769414
22025,3459,137,380,,Doğru,0.01,1709769597
22026,3459,139,380,Yanıt,Doğru,1.0,1709769600
22027,3459,140,380,Yanıt,Doğru,1.0,1709769601
22028,3460,131,382,,Doğru,0.49,1709769456
22029,3460,135,382,,Doğru,0.16,1709769462
22030,3460,136,382,Yanıt,Doğru,1.0,1709769529
22031,3460,137,382,,Doğru,0.45,1709769536
22032,3461,131,383,Yanıt,Doğru,1.0,1709769477
22033,3461,132,383,,Doğru,0.39,1709769496
22034,3461,133,383,Yanıt,Doğru,1.0,1709769500
22035,3461,134,383,Yanıt,Doğru,1.0,1709769507
22036,3461,135,383,,Doğru,0.14,1709769525
22037,3461,136,383,Yanıt,Doğru,1.0,1709769584
22038,3461,137,383,,Doğru,0.0,1709769599
22039,3461,138,383,Yanıt,Doğru,1.0,1709769602
22040,3461,139,383,Yanıt,Doğru,1.0,1709769603
22041,3461,140,383,,Doğru,0.35,1709769606
22042,3462,131,397,,Doğru,0.28,1709769369
22043,3462,132,397,Yanıt,Doğru,1.0,1709769439
22044,3462,133,397,Yanıt,Doğru,1.0,1709769443
22045,3462,134,397,,Doğru,0.18,1709769453
22046,3462,135,397,,Doğru,0.16,1709769498
22047,3462,136,397,Yanıt,Doğru,1.0,1709769599
22048,3462,137,397,,Doğru,0.25,1709769600
22049,3463,131,403,Yanıt,Doğru,1.0,1709769479
22050,3463,132,403,Yanıt,Doğru,1.0,1709769489
22051,3463,133,403,,Doğru,0.04,1709769541
22052,3463,134,403,,Doğru,0.39,1709769585
22053,3463,135,403,Yanıt,Doğru,1.0,1709769590
22054,3463,136,403,,Doğru,0.15,1709769599
22055,3463,137,403,Yanıt,Doğru,1.0,1709769600
22056,3463,138,403,Yanıt,Doğru,1.0,1709769602
22057,3463,140,403,,Doğru,0.09,1709769604
22058,3464,131,406,,Doğru,0.22,1709769326
22059,3464,132,406,,Doğru,0.3,1709769332
22060,3464,133,406,Yanıt,Doğru,1.0,1709769361
22061,3464,134,406,,Doğru,0.13,1709769518
22062,3464,135,406,,Doğru,0.25,1709769558
22063,3464,136,406,,Doğru,0.15,1709769599
22064,3465,131,408,Yanıt,Doğru,1.0,1709769507
22065,3465,134,408,Yanıt,Doğru,1.0,1709769525
22066,3465,135,408,,Doğru,0.46,1709769540
22067,3465,136,408,,Doğru,0.29,1709769563
22068,3465,137,408,Yanıt,Doğru,1.0,1709769599
22069,3465,138,408,Yanıt,Doğru,1.0,1709769600
22070,3465,139,408,,Doğru,0.26,1709769603
22071,3466,131,411,Yanıt,Doğru,1.0,1709769302
22072,3466,132,411,,Doğru,0.35,1709769353
22073,3466,134,411,Yanıt,Doğru,1.0,1709769486
22074,3466,136,411,,Doğru,0.31,1709769566
22075,3466,138,411,Yanıt,Doğru,1.0,1709769599
22076,3466,139,411,,Doğru,0.27,1709769602
22077,3466,140,411,,Doğru,0.03,1709769604
22078,3467,132,412,,Doğru,0.03,1709769473
22079,3467,134,412,Yanıt,Doğru,1.0,1709769485
22080,3467,135,412,Yanıt,Doğru,1.0,1709769517
22081,3467,140,412,Yanıt,Doğru,1.0,1709769540
22082,3468,135,418,Yanıt,Doğru,1.0,1709769416
22083,3468,136,418,Yanıt,Doğru,1.0,1709769518
22084,3468,137,418,,Doğru,0.2,1709769522
22085,3468,139,418,Yanıt,Doğru,1.0,1709769536
22086,3468,140,418,Yanıt,Doğru,1.0,1709769582
22087,3469,133,420,Yanıt,Doğru,1.0,1709769366
22088,3469,135,420,Yanıt,Doğru,1.0,1709769385
22089,3470,133,430,,Doğru,0.24,1709769490
22090,3470,134,430,,Doğru,0.15,1709769496
22091,3470,135,430,Yanıt,Doğru,1.0,1709769528
22092,3470,136,430,,Doğru,0.5,1709769539
22093,3470,137,430,,Doğru,0.28,1709769554
22094,3470,138,430,,Doğru,0.3,1709769584
22095,3470,139,430,,Doğru,0.48,1709769599
22096,3471,132,432,,Doğru,0.02,1709769431
22097,3471,133,432,Yanıt,Doğru,1.0,1709769436
22098,3471,134,432,Yanıt,Doğru,1.0,1709769468
22099,3471,136,432,,Doğru,0.22,1709769498
22100,3471,138,432,Yanıt,Doğru,1.0,1709769520
22101,3471,140,432,Yanıt,Doğru,1.0,1709769559
22102,3472,131,439,,Doğru,0.24,1709769356
22103,3472,133,439,,Doğru,0.16,1709769465
22104,3472,134,439,Yanıt,Doğru,1.0,1709769560
22105,3472,136,439,Yanıt,Doğru,1.0,1709769573
22106,3472,139,439,Yanıt,Doğru,1.0,1709769599
22107,3472,140,439,,Doğru,0.39,1709769602
22108,3473,132,447,,Doğru,0.07,1709769529
22109,3473,133,447,,Doğru,0.46,1709769531
22110,3473,137,447,Yanıt,Doğru,1.0,1709769536
22111,3473,138,447,Yanıt,Doğru,1.0,1709769554
22112,3473,139,447,,Doğru,0.27,1709769571
22113,3473,140,447,,Doğru,0.24,1709769599
22114,3474,132,450,Yanıt,Doğru,1.0,1709769462
22115,3474,133,450,,Doğru,0.46,1709769480
22116,3474,134,450,,Doğru,0.48,1709769541
22117,3474,136,450,,Doğru,0.08,1709769545
22118,3474,137,450,,Doğru,0.42,1709769577
22119,3474,139,450,Yanıt,Doğru,1.0,1709769591
22120,3475,131,453,,Doğru,0.48,1709769538
22121,3475,132,453,,Doğru,0.39,1709769545
22122,3475,133,453,,Doğru,0.2,1709769556
22123,3475,134,453,,Doğru,0.41,1709769563
22124,3475,135,453,Yanıt,Doğru,1.0,1709769582
22125,3475,136,453,,Doğru,0.4,1709769586
22126,3475,137,453,Yanıt,Doğru,1.0,1709769599
22127,3475,138,453,Yanıt,Doğru,1.0,1709769600
22128,3475,139,453,Yanıt,Doğru,1.0,1709769602
22129,3476,131,459,Yanıt,Doğru,1.0,1709769425
22130,3476,132,459,Yanıt,Doğru,1.0,1709769440
22131,3476,133,459,,Doğru,0.33,1709769448
22132,3476,134,459,Yanıt,Doğru,1.0,1709769468
22133,3476,136,459,Yanıt,Doğru,1.0,1709769588
22134,3476,137,459,,Doğru,0.47,1709769599
22135,3476,139,459,Yanıt,Doğru,1.0,1709769600
22136,3477,131,460,,Doğru,0.1,1709769444
22137,3477,132,460,Yanıt,Doğru,1.0,1709769448
22138,3477,134,460,Yanıt,Doğru,1.0,1709769455
22139,3477,135,460,,Doğru,0.32,1709769496
22140,3477,136,460,Yanıt,Doğru,1.0,1709769559
22141,3477,138,460,Yanıt,Doğru,1.0,1709769579
22142,3477,139,460,Yanıt,Doğru,1.0,1709769588
22143,3477,140,460,,Doğru,0.31,1709769599
22144,3478,131,466,Yanıt,Doğru,1.0,1709769446
22145,3478,132,466,,Doğru,0.46,1709769466
22146,3478,133,466,,Doğru,0.48,1709769497
22147,3478,134,466,Yanıt,Doğru,1.0,1709769504
22148,3478,135,466,,Doğru,0.38,1709769551
22149,3478,137,466,,Doğru,0.3,1709769599
22150,3478,138,466,Yanıt,Doğru,1.0,1709769600
22151,3478,139,466,,Doğru,0.38,1709769603
22152,3478,140,466,Yanıt,Doğru,1.0,1709769606
22153,3479,131,470,,Doğru,0.25,1709769434
22154,3479,132,470,Yanıt,Doğru,1.0,1709769457
22155,3479,133,470,,Doğru,0.36,1709769499
22156,3479,134,470,,Doğru,0.27,1709769520
22157,3479,135,470,Yanıt,Doğru,1.0,1709769560
22158,3479,136,470,,Doğru,0.25,1709769599
22159,3479,138,470,Yanıt,Doğru,1.0,1709769600
22160,3479,139,470,Yanıt,Doğru,1.0,1709769602
22161,3479,140,470,Yanıt,Doğru,1.0,1709769604
22162,3480,131,501,,Doğru,0.28,1709769310
22163,3480,132,501,Yanıt,Doğru,1.0,1709769333
22164,3480,135,501,Yanıt,Doğru,1.0,1709769516
22165,3480,137,501,,Doğru,0.21,1709769588
22166,3480,138,501,,Doğru,0.37,1709769599
22167,3480,139,501,,Doğru,0.42,1709769600
22168,3481,131,506,,Doğru,0.21,1709769366
22169,3481,132,506,,Doğru,0.06,1709769379
22170,3481,133,506,,Doğru,0.4,1709769411
22171,3481,134,506,,Doğru,0.14,1709769576
22172,3481,135,506,,Doğru,0.1,1709769599
22173,3481,136,506,,Doğru,0.14,1709769600
22174,3481,138,506,Yanıt,Doğru,1.0,1709769602
22175,3481,139,506,,Doğru,0.37,1709769604
22176,3481,140,506,,Doğru,0.33,1709769607
22177,3482,131,531,Yanıt,Doğru,1.0,1709769537
22178,3482,132,531,Yanıt,Doğru,1.0,1709769541
22179,3482,133,531,Yanıt,Doğru,1.0,1709769544
22180,3482,134,531,,Doğru,0.25,1709769549
22181,3482,135,531,Yanıt,Doğru,1.0,1709769559
22182,3482,136,531,,Doğru,0.23,1709769565
22183,3482,137,531,Yanıt,Doğru,1.0,1709769574
22184,3482,138,531,,Doğru,0.28,1709769577
22185,3482,139,531,,Doğru,0.38,1709769585
22186,3482,140,531,Yanıt,Doğru,1.0,1709769592
22187,3483,133,544,,Doğru,0.03,1709769364
22188,3483,134,544,,Doğru,0.3,1709769446
22189,3483,135,544,,Doğru,0.14,1709769524
22190,3483,136,544,Yanıt,Doğru,1.0,1709769565
22191,3483,137,544,Yanıt,Doğru,1.0,1709769599
22192,3484,133,554,,Doğru,0.02,1709769396
22193,3484,134,554,,Doğru,0.33,1709769439
22194,3484,136,554,,Doğru,0.18,1709769541
22195,3484,137,554,,Doğru,0.15,1709769566
22196,3484,140,554,Yanıt,Doğru,1.0,1709769585
22197,3485,131,572,,Doğru,0.39,1709769307
22198,3485,132,572,,Doğru,0.08,1709769424
22199,3485,133,572,,Doğru,0.03,1709769490
22200,3485,135,572,Yanıt,Doğru,1.0,1709769543
22201,3485,136,572,,Doğru,0.23,1709769572
22202,3485,137,572,Yanıt,Doğru,1.0,1709769599
22203,3485,138,572,,Doğru,0.05,1709769602
22204,3485,139,572,Yanıt,Doğru,1.0,1709769605
22205,3485,140,572,Yanıt,Doğru,1.0,1709769608
22206,3486,131,591,,Doğru,0.2,1709769411
22207,3486,134,591,,Doğru,0.49,1709769447
22208,3486,135,591,,Doğru,0.34,1709769505
22209,3486,138,591,,Doğru,0.33,1709769524
22210,3486,139,591,,Doğru,0.28,1709769565
22211,3486,140,591,,Doğru,0.05,1709769587
22212,3487,133,599,Yanıt,Doğru,1.0,1709769464
22213,3487,136,599,,Doğru,0.08,1709769506
22214,3487,137,599,,Doğru,0.01,1709769575
22215,3488,131,617,,Doğru,0.3,1709769405
22216,3488,134,617,,Doğru,0.05,1709769439
22217,3488,136,617,Yanıt,Doğru,1.0,1709769489
22218,3488,137,617,Yanıt,Doğru,1.0,1709769517
22219,3488,138,617,Yanıt,Doğru,1.0,1709769599
22220,3489,131,634,,Doğru,0.39,1709769419
22221,3489,133,634,Yanıt,Doğru,1.0,1709769431
22222,3489,134,634,Yanıt,Doğru,1.0,1709769444
22223,3489,136,634,,Doğru,0.03,1709769447
22224,3489,138,634,Yanıt,Doğru,1.0,1709769452
22225,3489,139,634,Yanıt,Doğru,1.0,1709769493
22226,3489,140,634,Yanıt,Doğru,1.0,1709769543
22227,3490,132,640,,Doğru,0.44,1709769428
22228,3490,133,640,,Doğru,0.32,1709769466
22229,3490,136,640,,Doğru,0.24,1709769568
22230,3490,137,640,,Doğru,0.33,1709769572
22231,3490,139,640,,Doğru,0.33,1709769574
22232,3490,140,640,Yanıt,Doğru,1.0,1709769589
22233,3491,136,646,,Doğru,0.2,1709769331
22234,3491,137,646,,Doğru,0.18,1709769350
22235,3492,132,657,Yanıt,Doğru,1.0,1709769465
22236,3492,136,657,,Doğru,0.46,1709769521
22237,3492,138,657,Yanıt,Doğru,1.0,1709769526
22238,3492,139,657,,Doğru,0.22,1709769578
22239,3492,140,657,,Doğru,0.3,1709769587
22240,3493,131,661,Yanıt,Doğru,1.0,1709769528
22241,3493,132,661,Yanıt,Doğru,1.0,1709769537
22242,3493,133,661,Yanıt,Doğru,1.0,1709769550
22243,3493,135,661,Yanıt,Doğru,1.0,1709769561
22244,3493,136,661,Yanıt,Doğru,1.0,1709769567
22245,3493,137,661,,Doğru,0.34,1709769581
22246,3493,138,661,,Doğru,0.11,1709769599
22247,3493,139,661,Yanıt,Doğru,1.0,1709769601
22248,3493,140,661,,Doğru,0.36,1709769602
22249,3494,132,662,Yanıt,Doğru,1.0,1709769355
22250,3494,134,662,Yanıt,Doğru,1.0,1709769392
22251,3494,138,662,Yanıt,Doğru,1.0,1709769402
22252,3494,139,662,Yanıt,Doğru,1.0,1709769504
22253,3495,131,665,Yanıt,Doğru,1.0,1709769378
22254,3495,132,665,,Doğru,0.1,1709769392
22255,3495,133,665,,Doğru,0.09,1709769503
22256,3495,135,665,Yanıt,Doğru,1.0,1709769517
22257,3495,137,665,Yanıt,Doğru,1.0,1709769523
22258,3495,138,665,Yanıt,Doğru,1.0,1709769566
22259,3495,139,665,Yanıt,Doğru,1.0,1709769576
22260,3496,132,668,Yanıt,Doğru,1.0,1709769419
22261,3496,135,668,,Doğru,0.4,1709769461
22262,3496,139,668,,Doğru,0.49,1709769544
22263,3497,131,675,Yanıt,Doğru,1.0,1709769469
22264,3497,132,675,Yanıt,Doğru,1.0,1709769539
22265,3497,133,675,Yanıt,Doğru,1.0,1709769552
22266,3497,135,675,Yanıt,Doğru,1.0,1709769566
22267,3497,136,675,,Doğru,0.41,1709769581
22268,3497,137,675,Yanıt,Doğru,1.0,1709769591
22269,3497,138,675,Yanıt,Doğru,1.0,1709769599
22270,3497,139,675,,Doğru,0.18,1709769601
22271,3498,131,688,,Doğru,0.37,1709769378
22272,3498,134,688,Yanıt,Doğru,1.0,1709769382
22273,3498,135,688,Yanıt,Doğru,1.0,1709769423
22274,3498,137,688,Yanıt,Doğru,1.0,1709769491
22275,3498,138,688,Yanıt,Doğru,1.0,1709769500
22276,3498,139,688,Yanıt,Doğru,1.0,1709769532
22277,3499,132,704,,Doğru,0.11,1709769518
22278,3499,134,704,Yanıt,Doğru,1.0,1709769526
22279,3499,137,704,,Doğru,0.11,1709769532
22280,3499,138,704,,Doğru,0.28,1709769544
22281,3499,140,704,,Doğru,0.09,1709769547
22282,3500,131,713,Yanıt,Doğru,1.0,1709769388
22283,3500,132,713,,Doğru,0.22,1709769452
22284,3500,134,713,,Doğru,0.45,1709769468
22285,3500,136,713,,Doğru,0.25,1709769502
22286,3500,137,713,Yanıt,Doğru,1.0,1709769508
22287,3500,140,713,Yanıt,Doğru,1.0,1709769523
22288,3501,131,715,,Doğru,0.36,1709769380
22289,3501,132,715,,Doğru,0.03,1709769388
22290,3501,133,715,,Doğru,0.0,1709769413
22291,3501,135,715,Yanıt,Doğru,1.0,1709769438
22292,3501,136,715,,Doğru,0.03,1709769475
22293,3501,137,715,,Doğru,0.3,1709769599
22294,3501,140,715,Yanıt,Doğru,1.0,1709769601
22295,3502,132,724,,Doğru,0.17,1709769309
22296,3502,134,724,,Doğru,0.07,1709769314
22297,3502,135,724,Yanıt,Doğru,1.0,1709769376
22298,3502,136,724,Yanıt,Doğru,1.0,1709769469
22299,3502,139,724,,Doğru,0.01,1709769529
22300,3503,131,749,,Doğru,0.1,1709769524
22301,3503,133,749,,Doğru,0.11,1709769529
22302,3503,134,749,,Doğru,0.36,1709769545
22303,3503,135,749,,Doğru,0.42,1709769547
22304,3503,136,749,Yanıt,Doğru,1.0,1709769550
22305,3503,137,749,Yanıt,Doğru,1.0,1709769559
22306,3503,138,749,,Doğru,0.43,1709769597
22307,3503,139,749,Yanıt,Doğru,1.0,1709769599
22308,3503,140,749,,Doğru,0.08,1709769602
22309,3504,131,750,,Doğru,0.39,1709769322
22310,3504,136,750,Yanıt,Doğru,1.0,1709769350
22311,3504,137,750,,Doğru,0.1,1709769473
22312,3504,138,750,,Doğru,0.29,1709769540
22313,3504,139,750,Yanıt,Doğru,1.0,1709769599
22314,3504,140,750,Yanıt,Doğru,1.0,1709769602
22315,3505,131,758,,Doğru,0.04,1709769538
22316,3505,133,758,Yanıt,Doğru,1.0,1709769540
22317,3505,136,758,,Doğru,0.4,1709769557
22318,3505,140,758,,Doğru,0.08,1709769572
22319,3506,131,761,Yanıt,Doğru,1.0,1709769468
22320,3506,132,761,Yanıt,Doğru,1.0,1709769474
22321,3506,134,761,Yanıt,Doğru,1.0,1709769481
22322,3506,135,761,,Doğru,0.49,1709769514
22323,3506,136,761,Yanıt,Doğru,1.0,1709769539
22324,3506,137,761,Yanıt,Doğru,1.0,1709769557
22325,3506,138,761,,Doğru,0.29,1709769574
22326,3506,139,761,Yanıt,Doğru,1.0,1709769579
22327,3506,140,761,,Doğru,0.48,1709769599
22328,3507,132,774,,Doğru,0.41,1709769424
22329,3507,134,774,Yanıt,Doğru,1.0,1709769445
22330,3507,137,774,Yanıt,Doğru,1.0,1709769468
22331,3507,138,774,Yanıt,Doğru,1.0,1709769520
22332,3507,139,774,,Doğru,0.17,1709769599
22333,3507,140,774,,Doğru,0.05,1709769600
22334,3508,134,789,Yanıt,Doğru,1.0,1709769378
22335,3508,135,789,,Doğru,0.15,1709769428
22336,3508,138,789,,Doğru,0.33,1709769448
22337,3508,139,789,,Doğru,0.14,1709769526
22338,3508,140,789,Yanıt,Doğru,1.0,1709769572
22339,3509,131,810,Yanıt,Doğru,1.0,1709769369
22340,3509,133,810,,Doğru,0.19,1709769386
22341,3509,134,810,,Doğru,0.35,1709769468
22342,3510,131,824,Yanıt,Doğru,1.0,1709769405
22343,3510,132,824,Yanıt,Doğru,1.0,1709769414
22344,3510,133,824,Yanıt,Doğru,1.0,1709769423
22345,3510,134,824,,Doğru,0.48,1709769486
22346,3510,136,824,,Doğru,0.15,1709769508
22347,3510,137,824,Yanıt,Doğru,1.0,1709769545
22348,3510,140,824,,Doğru,0.49,1709769599
22349,3511,134,838,,Doğru,0.26,1709769361
22350,3511,139,838,,Doğru,0.15,1709769464
22351,3512,131,863,,Doğru,0.16,1709769310
22352,3512,132,863,Yanıt,Doğru,1.0,1709769379
22353,3512,133,863,Yanıt,Doğru,1.0,1709769434
22354,3512,134,863,,Doğru,0.25,1709769564
22355,3512,135,863,Yanıt,Doğru,1.0,1709769592
22356,3512,136,863,Yanıt,Doğru,1.0,1709769600
22357,3512,139,863,Yanıt,Doğru,1.0,1709769601
22358,3512,140,863,,Doğru,0.15,1709769602
22359,3513,133,867,Yanıt,Doğru,1.0,1709769376
22360,3513,134,867,,Doğru,0.4,1709769379
22361,3513,136,867,Yanıt,Doğru,1.0,1709769419
22362,3513,137,867,,Doğru,0.0,1709769497
22363,3514,131,871,,Doğru,0.2,1709769500
22364,3514,133,871,,Doğru,0.02,1709769502
22365,3514,134,871,,Doğru,0.42,1709769519
22366,3514,136,871,,Doğru,0.15,1709769535
22367,3514,137,871,,Doğru,0.4,1709769546
22368,3514,138,871,Yanıt,Doğru,1.0,1709769564
22369,3514,139,871,,Doğru,0.46,1709769582
22370,3514,140,871,Yanıt,Doğru,1.0,1709769592
22371,3515,132,902,Yanıt,Doğru,1.0,1709769357
22372,3515,133,902,,Doğru,0.19,1709769485
22373,3515,134,902,,Doğru,0.37,1709769530
22374,3515,135,902,Yanıt,Doğru,1.0,1709769540
22375,3515,136,902,Yanıt,Doğru,1.0,1709769543
22376,3515,138,902,Yanıt,Doğru,1.0,1709769576
22377,3515,139,902,Yanıt,Doğru,1.0,1709769599
22378,3515,140,902,,Doğru,0.2,1709769601
22379,3516,131,915,Yanıt,Doğru,1.0,1709769402
22380,3516,137,915,Yanıt,Doğru,1.0,1709769433
22381,3516,140,915,,Doğru,0.27,1709769451
22382,3517,131,930,Yanıt,Doğru,1.0,1709769307
22383,3517,132,930,Yanıt,Doğru,1.0,1709769423
22384,3517,133,930,Yanıt,Doğru,1.0,1709769483
22385,3517,134,930,Yanıt,Doğru,1.0,1709769518
22386,3517,135,930,Yanıt,Doğru,1.0,1709769599
22387,3517,137,930,,Doğru,0.2,1709769600
22388,3517,138,930,,Doğru,0.39,1709769602
22389,3517,139,930,Yanıt,Doğru,1.0,1709769604
22390,3517,140,930,Yanıt,Doğru,1.0,1709769607
22391,3518,131,942,Yanıt,Doğru,1.0,1709769527
22392,3518,132,942,,Doğru,0.31,1709769540
22393,3518,133,942,,Doğru,0.3,1709769547
22394,3518,134,942,Yanıt,Doğru,1.0,1709769550
22395,3518,135,942,Yanıt,Doğru,1.0,1709769558
22396,3518,136,942,Yanıt,Doğru,1.0,1709769568
22397,3518,137,942,,Doğru,0.02,1709769590
22398,3518,138,942,,Doğru,0.14,1709769599
22399,3518,139,942,Yanıt,Doğru,1.0,1709769601
22400,3518,140,942,,Doğru,0.38,1709769603
22401,3519,133,965,,Doğru,0.18,1709769311
22402,3519,136,965,,Doğru,0.48,1709769317
22403,3519,137,965,,Doğru,0.35,1709769366
22404,3519,140,965,,Doğru,0.31,1709769370
22405,3520,131,976,Yanıt,Doğru,1.0,1709769410
22406,3520,132,976,,Doğru,0.11,1709769422
22407,3520,133,976,Yanıt,Doğru,1.0,1709769463
22408,3520,134,976,,Doğru,0.33,1709769468
22409,3520,135,976,Yanıt,Doğru,1.0,1709769482
22410,3520,136,976,,Doğru,0.13,1709769498
22411,3520,138,976,Yanıt,Doğru,1.0,1709769547
22412,3520,139,976,,Doğru,0.5,1709769576
22413,3521,132,977,,Doğru,0.39,1709769530
22414,3521,134,977,Yanıt,Doğru,1.0,1709769561
22415,3521,135,977,Yanıt,Doğru,1.0,1709769599
22416,3521,137,977,Yanıt,Doğru,1.0,1709769599
22417,3521,138,977,Yanıt,Doğru,1.0,1709769600
22418,3521,139,977,Yanıt,Doğru,1.0,1709769602
22419,3521,140,977,Yanıt,Doğru,1.0,1709769602
22420,3522,131,979,,Doğru,0.4,1709769503
22421,3522,132,979,Yanıt,Doğru,1.0,1709769505
22422,3522,134,979,Yanıt,Doğru,1.0,1709769509
22423,3522,135,979,Yanıt,Doğru,1.0,1709769527
22424,3522,136,979,Yanıt,Doğru,1.0,1709769530
22425,3522,137,979,Yanıt,Doğru,1.0,1709769540
22426,3522,138,979,Yanıt,Doğru,1.0,1709769576
22427,3522,139,979,Yanıt,Doğru,1.0,1709769580
22428,3522,140,979,Yanıt,Doğru,1.0,1709769599
22429,3523,131,982,,Doğru,0.38,1709769452
22430,3523,133,982,Yanıt,Doğru,1.0,1709769488
22431,3523,135,982,,Doğru,0.24,1709769490
22432,3523,140,982,,Doğru,0.21,1709769495
22433,3524,131,995,,Doğru,0.48,1709769474
22434,3524,132,995,,Doğru,0.18,1709769490
22435,3524,133,995,,Doğru,0.42,1709769520
22436,3524,134,995,,Doğru,0.21,1709769544
22437,3524,137,995,Yanıt,Doğru,1.0,1709769559
22438,3524,138,995,,Doğru,0.11,1709769599
22439,3524,139,995,,Doğru,0.33,1709769600
22440,3524,140,995,,Doğru,0.12,1709769600
22441,3525,131,1007,,Doğru,0.18,1709769392
22442,3525,133,1007,Yanıt,Doğru,1.0,1709769415
22443,3525,134,1007,,Doğru,0.24,1709769432
